Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Total Population,Population Density,Housing Units,Occupied Units,Vacant Units,White Pop,Black Pop,Am Indian Alaskan Native Pop,Asian,Native Hawaiian or PI,Other,Two or More Races,Non Hispanic,Hispanic
6065049001,Census Tract 490.01,"Census Tract 490.01, Riverside County, California",0,6,65,,49001,6345,2543.057468,1593,1562,31,1168,1685,140,745,17,1606,984,3447,2898
6065049002,Census Tract 490.02,"Census Tract 490.02, Riverside County, California",0,6,65,,49002,2848,1584.87028,752,735,17,629,773,59,364,21,529,473,1757,1091
6065049101,Census Tract 491.01,"Census Tract 491.01, Riverside County, California",0,6,65,,49101,2491,3268.611273,1957,1090,867,977,102,30,45,0,862,475,924,1567
6065049102,Census Tract 491.02,"Census Tract 491.02, Riverside County, California",0,6,65,,49102,3074,3016.73077,2097,1422,675,1832,84,37,96,0,571,454,1933,1141
6065049400,Census Tract 494,"Census Tract 494, Riverside County, California",0,6,65,,49400,2849,796.826959,1599,1305,294,1716,35,22,48,1,582,445,1680,1169
6065049501,Census Tract 495.01,"Census Tract 495.01, Riverside County, California",0,6,65,,49501,4600,9031.031751,1298,1215,83,841,51,92,48,2,2516,1050,334,4266
6065049502,Census Tract 495.02,"Census Tract 495.02, Riverside County, California",0,6,65,,49502,4222,4958.342101,1127,1100,27,943,97,98,24,2,2041,1017,536,3686
6065049600,Census Tract 496,"Census Tract 496, Riverside County, California",0,6,65,,49600,7361,4916.690909,2675,2543,132,4081,372,58,1013,30,511,1296,5580,1781
6065049701,Census Tract 497.01,"Census Tract 497.01, Riverside County, California",0,6,65,,49701,4126,4254.970562,1178,1162,16,2719,118,28,262,16,290,693,3144,982
6065049702,Census Tract 497.02,"Census Tract 497.02, Riverside County, California",0,6,65,,49702,5401,175.9967665,1683,1618,65,3777,133,40,270,7,354,820,4255,1146
6065049800,Census Tract 498,"Census Tract 498, Riverside County, California",0,6,65,,49800,4012,1118.39312,1577,1512,65,2133,190,46,261,9,744,629,2428,1584
6065050301,Census Tract 503.01,"Census Tract 503.01, Riverside County, California",0,6,65,,50301,6337,8971.787046,1724,1680,44,2767,470,60,1151,43,727,1119,4404,1933
6065050302,Census Tract 503.02,"Census Tract 503.02, Riverside County, California",0,6,65,,50302,5752,1458.380826,1678,1618,60,2574,410,37,940,13,651,1127,3981,1771
6065050401,Census Tract 504.01,"Census Tract 504.01, Riverside County, California",0,6,65,,50401,4855,5123.270732,1403,1382,21,2392,257,45,553,20,612,976,3198,1657
6065050402,Census Tract 504.02,"Census Tract 504.02, Riverside County, California",0,6,65,,50402,5134,8140.652264,1721,1665,56,2602,236,78,415,49,856,898,3169,1965
6065050501,Census Tract 505.01,"Census Tract 505.01, Riverside County, California",0,6,65,,50501,5398,8522.662916,1603,1551,52,2156,446,77,638,12,1005,1064,3121,2277
6065050502,Census Tract 505.02,"Census Tract 505.02, Riverside County, California",0,6,65,,50502,3940,8143.134506,1124,1105,19,1987,298,20,662,16,305,652,3028,912
6065050503,Census Tract 505.03,"Census Tract 505.03, Riverside County, California",0,6,65,,50503,5542,6623.38363,1768,1737,31,2409,452,70,984,26,672,929,3834,1708
6065050600,Census Tract 506,"Census Tract 506, Riverside County, California",0,6,65,,50600,7869,3370.164063,2722,2572,150,4734,409,97,525,42,756,1306,5642,2227
6065050701,Census Tract 507.01,"Census Tract 507.01, Riverside County, California",0,6,65,,50701,8318,1607.736785,2256,2178,78,3705,699,145,1060,62,1079,1568,5404,2914
6065050702,Census Tract 507.02,"Census Tract 507.02, Riverside County, California",0,6,65,,50702,4768,3616.478566,1458,1425,33,2413,445,74,452,21,635,728,3219,1549
6065050901,Census Tract 509.01,"Census Tract 509.01, Riverside County, California",0,6,65,,50901,2147,1243.307834,1161,1017,144,861,296,16,402,4,305,263,1469,678
6065050902,Census Tract 509.02,"Census Tract 509.02, Riverside County, California",0,6,65,,50902,2503,5364.055468,979,920,59,997,226,19,428,16,386,431,1639,864
6065051100,Census Tract 511,"Census Tract 511, Riverside County, California",0,6,65,,51100,6506,7624.257019,1879,1808,71,1200,1769,203,403,44,1852,1035,3042,3464
6065051200,Census Tract 512,"Census Tract 512, Riverside County, California",0,6,65,,51200,4682,189.9994877,2072,1897,175,2490,202,73,387,12,832,686,3058,1624
6065051301,Census Tract 513.01,"Census Tract 513.01, Riverside County, California",0,6,65,,51301,5459,3724.982438,1612,1547,65,2012,519,165,264,15,1612,872,2380,3079
6065051302,Census Tract 513.02,"Census Tract 513.02, Riverside County, California",0,6,65,,51302,5018,433.423611,1708,1526,182,2331,323,152,164,24,1263,761,2554,2464
6065051401,Census Tract 514.01,"Census Tract 514.01, Riverside County, California",0,6,65,,51401,3644,2397.515654,2717,2186,531,3404,48,0,58,6,16,112,3532,112
6065051402,Census Tract 514.02,"Census Tract 514.02, Riverside County, California",0,6,65,,51402,3050,2169.531393,2480,1906,574,2778,34,9,56,3,30,140,2903,147
6065940100,Census Tract 9401,"Census Tract 9401, Riverside County, California",0,6,65,,940100,174,6.723813909,1027,91,936,154,0,9,0,0,0,11,165,9
6065940400,Census Tract 9404,"Census Tract 9404, Riverside County, California",0,6,65,,940400,6242,1403.946745,1457,1422,35,1010,57,108,75,2,3229,1761,427,5815
6065940500,Census Tract 9405,"Census Tract 9405, Riverside County, California",0,6,65,,940500,2421,44.67747511,2453,1404,1049,2066,33,37,42,1,53,189,2196,225
6065940600,Census Tract 9406,"Census Tract 9406, Riverside County, California",0,6,65,,940600,3660,330.789723,4274,1954,2320,2937,36,49,172,17,175,274,3242,418
6065940700,Census Tract 9407,"Census Tract 9407, Riverside County, California",0,6,65,,940700,2561,2559.976993,2422,1520,902,1986,67,21,101,1,172,213,2174,387
6065940800,Census Tract 9408,"Census Tract 9408, Riverside County, California",0,6,65,,940800,2852,2844.323585,2793,1823,970,2404,38,16,81,2,109,202,2569,283
6065940900,Census Tract 9409,"Census Tract 9409, Riverside County, California",0,6,65,,940900,2044,2389.234985,1544,1153,391,1666,43,24,39,5,70,197,1805,239
6065941001,Census Tract 9410.01,"Census Tract 9410.01, Riverside County, California",0,6,65,,941001,1788,882.5114536,1501,1112,389,1281,51,10,41,4,205,196,1362,426
6065941002,Census Tract 9410.02,"Census Tract 9410.02, Riverside County, California",0,6,65,,941002,2217,1118.173977,2668,1353,1315,1743,79,28,63,0,116,188,1922,295
6065941100,Census Tract 9411,"Census Tract 9411, Riverside County, California",0,6,65,,941100,2122,2463.601306,2268,1373,895,1832,40,19,36,0,41,154,1949,173
6065941200,Census Tract 9412,"Census Tract 9412, Riverside County, California",0,6,65,,941200,2845,565.9672754,2859,1624,1235,2211,71,24,102,5,193,239,2423,422
6065941300,Census Tract 9413,"Census Tract 9413, Riverside County, California",0,6,65,,941300,3067,3030.472689,2448,1721,727,2172,120,39,166,8,254,308,2528,539
6065941400,Census Tract 9414,"Census Tract 9414, Riverside County, California",0,6,65,,941400,3985,4017.983297,3041,2140,901,2562,210,58,191,1,595,368,2911,1074
6065941500,Census Tract 9415,"Census Tract 9415, Riverside County, California",0,6,65,,941500,4858,313.5634252,1487,1439,48,2184,327,576,91,10,945,725,2861,1997
6065980004,Census Tract 9800.04,"Census Tract 9800.04, Riverside County, California",0,6,65,,980004,6,2.709570372,3,2,1,0,0,2,1,1,0,2,2,4
6065981000,Census Tract 9810,"Census Tract 9810, Riverside County, California",0,6,65,,981000,5996,2214.382113,2,1,1,896,1128,60,63,11,3716,122,2291,3705
