Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Total Population,Population Density,Housing Units,Occupied Units,Vacant Units,White Pop,Black Pop,Am Indian Alaskan Native Pop,Asian,Native Hawaiian or PI,Other,Two or More Races,Non Hispanic,Hispanic
6065043506,Census Tract 435.06,"Census Tract 435.06, Riverside County, California",0,6,65,,43506,7253,3853.73608,2451,2348,103,3224,498,115,275,30,1852,1259,3718,3535
6065043509,Census Tract 435.09,"Census Tract 435.09, Riverside County, California",0,6,65,,43509,6058,1937.603493,2027,1897,130,2387,292,168,152,47,1784,1228,2421,3637
6065043512,Census Tract 435.12,"Census Tract 435.12, Riverside County, California",0,6,65,,43512,7733,6468.119631,2262,2198,64,2529,735,214,249,32,2555,1419,2944,4789
6065043513,Census Tract 435.13,"Census Tract 435.13, Riverside County, California",0,6,65,,43513,2943,2920.040931,1011,968,43,1170,291,73,68,17,785,539,1396,1547
6065043517,Census Tract 435.17,"Census Tract 435.17, Riverside County, California",0,6,65,,43517,8501,553.8517651,2078,2008,70,2665,832,254,500,51,2725,1474,3332,5169
6065043518,Census Tract 435.18,"Census Tract 435.18, Riverside County, California",0,6,65,,43518,4781,3808.149927,1393,1347,46,1772,480,122,234,25,1205,943,2224,2557
6065043519,Census Tract 435.19,"Census Tract 435.19, Riverside County, California",0,6,65,,43519,986,629.5360678,668,609,59,787,30,6,19,3,62,79,839,147
6065043520,Census Tract 435.20,"Census Tract 435.20, Riverside County, California",0,6,65,,43520,2443,1028.971741,1365,843,522,1295,154,42,94,6,467,385,1402,1041
6065043521,Census Tract 435.21,"Census Tract 435.21, Riverside County, California",0,6,65,,43521,5087,5820.778875,1903,1744,159,1634,553,151,82,11,1825,831,1991,3096
6065043522,Census Tract 435.22,"Census Tract 435.22, Riverside County, California",0,6,65,,43522,3215,3192.280472,1041,982,59,1009,437,117,77,4,1091,480,1310,1905
6065043523,Census Tract 435.23,"Census Tract 435.23, Riverside County, California",0,6,65,,43523,3895,2160.61338,1410,1343,67,1460,354,66,93,14,1205,703,1716,2179
6065043524,Census Tract 435.24,"Census Tract 435.24, Riverside County, California",0,6,65,,43524,4357,5693.912718,1463,1412,51,2053,261,138,106,41,1081,677,2306,2051
6065043601,Census Tract 436.01,"Census Tract 436.01, Riverside County, California",0,6,65,,43601,5022,10398.20713,1488,1403,85,1297,482,189,67,30,2133,824,1495,3527
6065043602,Census Tract 436.02,"Census Tract 436.02, Riverside County, California",0,6,65,,43602,4412,5991.50121,1290,1237,53,1169,373,135,36,26,1801,872,1198,3214
6065043701,Census Tract 437.01,"Census Tract 437.01, Riverside County, California",0,6,65,,43701,3776,488.0810739,1617,1477,140,2208,113,90,43,14,698,610,2216,1560
6065043702,Census Tract 437.02,"Census Tract 437.02, Riverside County, California",0,6,65,,43702,4719,4557.319967,1797,1689,108,2568,294,95,105,36,850,771,2856,1863
6065043703,Census Tract 437.03,"Census Tract 437.03, Riverside County, California",0,6,65,,43703,2996,6321.747798,1034,973,61,1467,100,68,43,7,708,603,1493,1503
6065043802,Census Tract 438.02,"Census Tract 438.02, Riverside County, California",0,6,65,,43802,6950,2833.109565,2592,2463,129,4668,101,84,205,7,860,1025,4797,2153
6065043807,Census Tract 438.07,"Census Tract 438.07, Riverside County, California",0,6,65,,43807,6122,3090.619971,2032,1966,66,3272,298,89,207,16,1301,939,3320,2802
6065043809,Census Tract 438.09,"Census Tract 438.09, Riverside County, California",0,6,65,,43809,6853,794.3002418,2649,2526,123,3773,541,77,656,7,893,906,4662,2191
6065043810,Census Tract 438.10,"Census Tract 438.10, Riverside County, California",0,6,65,,43810,5298,3189.444667,2163,2101,62,3112,283,57,386,24,594,842,3686,1612
6065043812,Census Tract 438.12,"Census Tract 438.12, Riverside County, California",0,6,65,,43812,6969,354.8228046,4503,4237,266,5599,361,47,330,2,207,423,6224,745
6065043813,Census Tract 438.13,"Census Tract 438.13, Riverside County, California",0,6,65,,43813,4764,38.21420408,1747,1545,202,1688,197,949,117,10,1003,800,2767,1997
6065043818,Census Tract 438.18,"Census Tract 438.18, Riverside County, California",0,6,65,,43818,4257,6057.111811,1239,1214,25,1841,348,88,484,15,777,704,2556,1701
6065043820,Census Tract 438.20,"Census Tract 438.20, Riverside County, California",0,6,65,,43820,5520,3278.121533,1890,1826,64,2426,579,117,544,12,923,919,3317,2203
6065043821,Census Tract 438.21,"Census Tract 438.21, Riverside County, California",0,6,65,,43821,5622,7307.325303,1756,1719,37,2004,717,91,588,11,1291,920,3025,2597
6065043822,Census Tract 438.22,"Census Tract 438.22, Riverside County, California",0,6,65,,43822,3451,81.04278327,1073,1011,62,1772,138,72,175,14,629,651,1989,1462
6065043823,Census Tract 438.23,"Census Tract 438.23, Riverside County, California",0,6,65,,43823,11441,787.9950714,3293,3193,100,5041,1084,182,1352,17,1811,1954,7043,4398
6065043824,Census Tract 438.24,"Census Tract 438.24, Riverside County, California",0,6,65,,43824,5063,432.4787854,2267,2172,95,3752,100,71,136,12,422,570,3944,1119
6065043900,Census Tract 439,"Census Tract 439, Riverside County, California",0,6,65,,43900,6430,5622.690755,2062,1998,64,2961,210,167,187,3,1912,990,2891,3539
6065044000,Census Tract 440,"Census Tract 440, Riverside County, California",0,6,65,,44000,2026,2212.469315,703,646,57,698,145,61,73,6,757,286,751,1275
6065044101,Census Tract 441.01,"Census Tract 441.01, Riverside County, California",0,6,65,,44101,3030,4818.881171,1096,1028,68,1030,181,95,147,3,1106,468,1114,1916
6065044102,Census Tract 441.02,"Census Tract 441.02, Riverside County, California",0,6,65,,44102,2825,5640.069947,964,908,56,1113,173,78,128,0,836,497,1188,1637
6065044103,Census Tract 441.03,"Census Tract 441.03, Riverside County, California",0,6,65,,44103,6106,2055.559925,2356,2254,102,3094,392,151,467,11,1072,919,3686,2420
6065044104,Census Tract 441.04,"Census Tract 441.04, Riverside County, California",0,6,65,,44104,2755,165.4018114,945,892,53,1328,117,115,122,1,601,471,1434,1321
6065044200,Census Tract 442,"Census Tract 442, Riverside County, California",0,6,65,,44200,5969,3839.051661,1886,1742,144,1667,852,157,367,11,2094,821,2418,3551
6065044300,Census Tract 443,"Census Tract 443, Riverside County, California",0,6,65,,44300,5085,2437.823695,1354,1306,48,1726,544,120,346,2,1732,615,2287,2798
6065044403,Census Tract 444.03,"Census Tract 444.03, Riverside County, California",0,6,65,,44403,4219,10.26688029,1988,1635,353,2323,45,489,328,8,493,533,3137,1082
6065044404,Census Tract 444.04,"Census Tract 444.04, Riverside County, California",0,6,65,,44404,2071,43.61515131,1714,930,784,1542,23,28,59,0,182,237,1663,408
6065044405,Census Tract 444.05,"Census Tract 444.05, Riverside County, California",0,6,65,,44405,2368,18.80971221,2429,1092,1337,1890,27,30,32,3,107,279,2021,347
6065044406,Census Tract 444.06,"Census Tract 444.06, Riverside County, California",0,6,65,,44406,2927,45.15422766,1379,1120,259,2100,34,59,110,2,267,355,2291,636
6065044407,Census Tract 444.07,"Census Tract 444.07, Riverside County, California",0,6,65,,44407,3586,19.03506256,1841,1479,362,2428,55,57,191,3,487,365,2730,856
6065044505,Census Tract 445.05,"Census Tract 445.05, Riverside County, California",0,6,65,,44505,6864,1508.985846,3094,2399,695,2842,99,114,201,3,2466,1139,2553,4311
6065044507,Census Tract 445.07,"Census Tract 445.07, Riverside County, California",0,6,65,,44507,7840,1919.940878,2515,2300,215,2104,421,159,121,5,3677,1353,2127,5713
6065044509,Census Tract 445.09,"Census Tract 445.09, Riverside County, California",0,6,65,,44509,4580,5223.504443,1762,1630,132,1473,545,108,72,10,1574,798,1823,2757
6065044510,Census Tract 445.10,"Census Tract 445.10, Riverside County, California",0,6,65,,44510,7010,5523.553644,2336,2189,147,1922,692,194,145,18,2796,1243,2228,4782
6065044515,Census Tract 445.15,"Census Tract 445.15, Riverside County, California",0,6,65,,44515,4001,1524.906981,1385,1256,129,1192,149,90,50,9,1801,710,1038,2963
6065044516,Census Tract 445.16,"Census Tract 445.16, Riverside County, California",0,6,65,,44516,7480,1852.636814,2672,2301,371,2397,498,219,198,20,2726,1422,2583,4897
6065044517,Census Tract 445.17,"Census Tract 445.17, Riverside County, California",0,6,65,,44517,2797,915.2284934,1538,1208,330,1712,123,39,120,8,424,371,1950,847
6065044518,Census Tract 445.18,"Census Tract 445.18, Riverside County, California",0,6,65,,44518,6562,876.4362988,2470,2257,213,2946,449,103,215,6,1734,1109,3371,3191
6065044520,Census Tract 445.20,"Census Tract 445.20, Riverside County, California",0,6,65,,44520,1618,30.21513063,882,655,227,963,16,27,20,2,380,210,962,656
6065044521,Census Tract 445.21,"Census Tract 445.21, Riverside County, California",0,6,65,,44521,1304,19.97515084,559,472,87,609,62,27,31,8,351,216,671,633
6065044523,Census Tract 445.23,"Census Tract 445.23, Riverside County, California",0,6,65,,44523,2254,204.6062091,1738,1059,679,1325,42,71,53,6,502,255,1377,877
6065044524,Census Tract 445.24,"Census Tract 445.24, Riverside County, California",0,6,65,,44524,3277,67.63375329,1147,1028,119,1055,142,97,78,7,1354,544,1125,2152
6065044602,Census Tract 446.02,"Census Tract 446.02, Riverside County, California",0,6,65,,44602,2707,2699.855253,2041,1519,522,1802,101,24,124,2,364,290,2016,691
6065044604,Census Tract 446.04,"Census Tract 446.04, Riverside County, California",0,6,65,,44604,3772,3114.748866,1994,1635,359,2109,92,53,171,6,882,459,2299,1473
6065044605,Census Tract 446.05,"Census Tract 446.05, Riverside County, California",0,6,65,,44605,5222,2739.270921,3032,2240,792,2215,744,86,223,8,1258,688,2966,2256
6065044606,Census Tract 446.06,"Census Tract 446.06, Riverside County, California",0,6,65,,44606,2986,188.5137078,2252,1522,730,1898,109,30,93,4,492,360,2053,933
6065044701,Census Tract 447.01,"Census Tract 447.01, Riverside County, California",0,6,65,,44701,3261,3240.098143,2213,1679,534,1990,148,51,187,12,550,323,2231,1030
6065044702,Census Tract 447.02,"Census Tract 447.02, Riverside County, California",0,6,65,,44702,2087,3313.271928,607,569,38,396,52,33,93,6,1071,436,323,1764
6065044804,Census Tract 448.04,"Census Tract 448.04, Riverside County, California",0,6,65,,44804,2302,2364.178174,1098,927,171,874,62,38,353,7,606,362,1235,1067
6065044805,Census Tract 448.05,"Census Tract 448.05, Riverside County, California",0,6,65,,44805,1580,3169.439835,1530,995,535,1269,25,10,60,0,86,130,1370,210
6065044806,Census Tract 448.06,"Census Tract 448.06, Riverside County, California",0,6,65,,44806,1883,3942.579676,1578,1228,350,1404,53,20,44,5,160,197,1516,367
6065044807,Census Tract 448.07,"Census Tract 448.07, Riverside County, California",0,6,65,,44807,1343,38.32382015,1111,802,309,999,38,6,103,6,77,114,1148,195
6065044904,Census Tract 449.04,"Census Tract 449.04, Riverside County, California",0,6,65,,44904,4721,359.4029092,1826,1707,119,2031,156,110,348,11,1172,893,2395,2326
6065044907,Census Tract 449.07,"Census Tract 449.07, Riverside County, California",0,6,65,,44907,5226,10265.99828,1469,1361,108,933,96,81,122,5,2849,1140,620,4606
6065044911,Census Tract 449.11,"Census Tract 449.11, Riverside County, California",0,6,65,,44911,5034,2431.92178,2935,2343,592,3175,116,44,260,6,742,691,3428,1606
6065044916,Census Tract 449.16,"Census Tract 449.16, Riverside County, California",0,6,65,,44916,4881,4880.374405,2406,1978,428,2103,179,92,151,5,1583,768,2220,2661
6065044917,Census Tract 449.17,"Census Tract 449.17, Riverside County, California",0,6,65,,44917,3854,1093.785921,3401,2154,1247,3336,53,12,112,2,81,258,3577,277
6065044918,Census Tract 449.18,"Census Tract 449.18, Riverside County, California",0,6,65,,44918,2994,824.5371639,2450,1432,1018,2522,60,1,147,7,71,186,2776,218
6065044919,Census Tract 449.19,"Census Tract 449.19, Riverside County, California",0,6,65,,44919,4857,1599.695274,4269,2767,1502,4211,94,24,135,4,125,264,4489,368
6065044921,Census Tract 449.21,"Census Tract 449.21, Riverside County, California",0,6,65,,44921,2340,892.2207635,1447,1007,440,1793,42,14,221,0,102,168,2103,237
6065044922,Census Tract 449.22,"Census Tract 449.22, Riverside County, California",0,6,65,,44922,5980,1267.641248,3734,2616,1118,3954,193,49,615,8,361,800,4782,1198
6065044923,Census Tract 449.23,"Census Tract 449.23, Riverside County, California",0,6,65,,44923,3364,6685.814637,1182,1087,95,1218,88,51,223,9,1109,666,1409,1955
6065044924,Census Tract 449.24,"Census Tract 449.24, Riverside County, California",0,6,65,,44924,3886,7761.050575,1264,1169,95,1314,86,83,359,4,1362,678,1563,2323
6065044925,Census Tract 449.25,"Census Tract 449.25, Riverside County, California",0,6,65,,44925,3439,4573.091282,1129,1048,81,1108,78,52,258,5,1272,666,1239,2200
6065044926,Census Tract 449.26,"Census Tract 449.26, Riverside County, California",0,6,65,,44926,4714,7536.010365,1614,1434,180,1216,115,134,581,2,1846,820,1636,3078
6065044927,Census Tract 449.27,"Census Tract 449.27, Riverside County, California",0,6,65,,44927,3637,1785.664646,3452,1828,1624,2624,85,22,156,7,409,334,2822,815
6065044928,Census Tract 449.28,"Census Tract 449.28, Riverside County, California",0,6,65,,44928,3453,1322.527702,2993,1671,1322,2968,38,14,97,3,116,217,3107,346
6065044929,Census Tract 449.29,"Census Tract 449.29, Riverside County, California",0,6,65,,44929,4151,3432.491402,3241,2291,950,3145,67,26,246,11,265,391,3440,711
6065044930,Census Tract 449.30,"Census Tract 449.30, Riverside County, California",0,6,65,,44930,3188,2207.151719,1827,1373,454,1820,55,46,133,4,638,492,1869,1319
6065044931,Census Tract 449.31,"Census Tract 449.31, Riverside County, California",0,6,65,,44931,2330,4613.540188,685,626,59,719,63,41,224,1,887,395,817,1513
6065044932,Census Tract 449.32,"Census Tract 449.32, Riverside County, California",0,6,65,,44932,3104,6034.861582,1163,1095,68,1297,60,70,373,9,764,531,1646,1458
6065044933,Census Tract 449.33,"Census Tract 449.33, Riverside County, California",0,6,65,,44933,3456,13720.06605,977,911,66,540,59,72,150,3,1949,683,416,3040
6065044934,Census Tract 449.34,"Census Tract 449.34, Riverside County, California",0,6,65,,44934,2753,10889.28268,946,911,35,573,68,47,42,2,1447,574,384,2369
6065045000,Census Tract 450,"Census Tract 450, Riverside County, California",0,6,65,,45000,3054,1922.167571,1697,1455,242,1648,92,60,55,1,728,470,1712,1342
6065045103,Census Tract 451.03,"Census Tract 451.03, Riverside County, California",0,6,65,,45103,3291,378.4179328,2879,1816,1063,2308,65,24,78,5,465,346,2448,843
6065045109,Census Tract 451.09,"Census Tract 451.09, Riverside County, California",0,6,65,,45109,3617,6393.609245,1687,1417,270,2080,77,57,63,1,744,595,2034,1583
6065045110,Census Tract 451.10,"Census Tract 451.10, Riverside County, California",0,6,65,,45110,4971,7731.869262,2027,1793,234,2379,159,79,93,10,1348,903,2271,2700
6065045114,Census Tract 451.14,"Census Tract 451.14, Riverside County, California",0,6,65,,45114,1912,1619.734715,1922,1058,864,1703,10,0,36,0,32,131,1771,141
6065045115,Census Tract 451.15,"Census Tract 451.15, Riverside County, California",0,6,65,,45115,1811,2021.753564,1587,924,663,1603,8,5,38,3,39,115,1667,144
6065045116,Census Tract 451.16,"Census Tract 451.16, Riverside County, California",0,6,65,,45116,1438,2848.332555,1148,743,405,1057,17,6,34,7,134,183,1119,319
6065045117,Census Tract 451.17,"Census Tract 451.17, Riverside County, California",0,6,65,,45117,3911,2824.627834,2736,1969,767,2690,102,32,155,1,470,461,2955,956
6065045118,Census Tract 451.18,"Census Tract 451.18, Riverside County, California",0,6,65,,45118,2676,2515.529821,1779,1239,540,1406,62,11,79,2,710,406,1392,1284
6065045119,Census Tract 451.19,"Census Tract 451.19, Riverside County, California",0,6,65,,45119,2751,3714.428177,1192,1036,156,1617,28,55,169,3,446,433,1733,1018
6065045120,Census Tract 451.20,"Census Tract 451.20, Riverside County, California",0,6,65,,45120,4458,2999.372781,2556,1794,762,2215,77,61,93,33,1210,769,2169,2289
6065045122,Census Tract 451.22,"Census Tract 451.22, Riverside County, California",0,6,65,,45122,1326,1033.965944,1311,752,559,1167,22,4,40,5,23,65,1252,74
6065045123,Census Tract 451.23,"Census Tract 451.23, Riverside County, California",0,6,65,,45123,2274,1832.988098,1737,1107,630,1690,29,12,117,1,240,185,1830,444
6065045124,Census Tract 451.24,"Census Tract 451.24, Riverside County, California",0,6,65,,45124,1471,61.74818115,1295,788,507,1120,13,7,47,7,121,156,1203,268
6065045125,Census Tract 451.25,"Census Tract 451.25, Riverside County, California",0,6,65,,45125,2655,79.37818363,3516,1415,2101,2251,19,2,64,3,153,163,2338,317
6065045126,Census Tract 451.26,"Census Tract 451.26, Riverside County, California",0,6,65,,45126,2835,8093.35565,1231,1103,128,1150,52,45,105,1,1018,464,1135,1700
6065045127,Census Tract 451.27,"Census Tract 451.27, Riverside County, California",0,6,65,,45127,2572,3750.347162,1402,1159,243,1648,74,42,101,6,350,351,1714,858
6065045128,Census Tract 451.28,"Census Tract 451.28, Riverside County, California",0,6,65,,45128,1580,1240.767362,1322,786,536,1322,23,0,21,1,84,129,1372,208
6065045129,Census Tract 451.29,"Census Tract 451.29, Riverside County, California",0,6,65,,45129,4677,1934.949166,2937,2026,911,2710,74,27,151,2,1075,638,2810,1867
6065045207,Census Tract 452.07,"Census Tract 452.07, Riverside County, California",0,6,65,,45207,5521,7077.268495,1874,1753,121,1281,161,78,64,12,2907,1018,970,4551
6065045209,Census Tract 452.09,"Census Tract 452.09, Riverside County, California",0,6,65,,45209,6497,8293.866496,2199,2095,104,1280,134,135,95,3,3456,1394,807,5690
6065045212,Census Tract 452.12,"Census Tract 452.12, Riverside County, California",0,6,65,,45212,2148,2073.670962,1268,1031,237,1396,101,19,59,2,332,239,1517,631
6065045213,Census Tract 452.13,"Census Tract 452.13, Riverside County, California",0,6,65,,45213,5619,4949.333029,2056,1831,225,1936,105,89,248,6,2070,1165,1852,3767
6065045214,Census Tract 452.14,"Census Tract 452.14, Riverside County, California",0,6,65,,45214,6009,2821.796032,2906,2450,456,4019,122,40,352,1,623,852,4427,1582
6065045216,Census Tract 452.16,"Census Tract 452.16, Riverside County, California",0,6,65,,45216,2253,1565.196774,1499,1172,327,1720,52,6,80,2,153,240,1838,415
6065045217,Census Tract 452.17,"Census Tract 452.17, Riverside County, California",0,6,65,,45217,7230,6455.736726,1946,1895,51,1570,107,112,189,1,3403,1848,1128,6102
6065045222,Census Tract 452.22,"Census Tract 452.22, Riverside County, California",0,6,65,,45222,2455,807.5208185,2050,821,1229,1180,73,34,152,5,539,472,1270,1185
6065045224,Census Tract 452.24,"Census Tract 452.24, Riverside County, California",0,6,65,,45224,5696,3015.528521,2623,1806,817,2439,80,79,160,3,1918,1017,2267,3429
6065045226,Census Tract 452.26,"Census Tract 452.26, Riverside County, California",0,6,65,,45226,6528,6335.298409,1441,1416,25,1070,54,113,56,6,3635,1594,390,6138
6065045228,Census Tract 452.28,"Census Tract 452.28, Riverside County, California",0,6,65,,45228,5662,136.5206203,2491,2125,366,3228,147,62,213,16,973,1023,3408,2254
6065045233,Census Tract 452.33,"Census Tract 452.33, Riverside County, California",0,6,65,,45233,4735,3318.649997,2003,1847,156,2361,153,70,210,6,1005,930,2493,2242
6065045234,Census Tract 452.34,"Census Tract 452.34, Riverside County, California",0,6,65,,45234,4699,4969.363402,2104,1723,381,2920,83,43,331,3,627,692,3221,1478
6065045235,Census Tract 452.35,"Census Tract 452.35, Riverside County, California",0,6,65,,45235,3562,2899.023771,1549,1324,225,2035,54,28,339,8,609,489,2343,1219
6065045302,Census Tract 453.02,"Census Tract 453.02, Riverside County, California",0,6,65,,45302,4362,6792.183826,1095,1066,29,995,32,102,9,2,1951,1271,317,4045
6065045303,Census Tract 453.03,"Census Tract 453.03, Riverside County, California",0,6,65,,45303,3141,2517.729718,833,808,25,629,41,48,30,0,1524,869,228,2913
6065045305,Census Tract 453.05,"Census Tract 453.05, Riverside County, California",0,6,65,,45305,4744,3893.709194,1343,1280,63,1910,148,62,210,7,1247,1160,1878,2866
6065045306,Census Tract 453.06,"Census Tract 453.06, Riverside County, California",0,6,65,,45306,6242,4791.939452,1779,1699,80,2252,138,135,270,5,2095,1347,2043,4199
6065045501,Census Tract 455.01,"Census Tract 455.01, Riverside County, California",0,6,65,,45501,5906,6710.649464,1625,1589,36,1239,241,125,130,0,2935,1236,901,5005
6065045502,Census Tract 455.02,"Census Tract 455.02, Riverside County, California",0,6,65,,45502,3846,6199.83808,1239,1181,58,892,91,95,51,8,1882,827,616,3230
6065045606,Census Tract 456.06,"Census Tract 456.06, Riverside County, California",0,6,65,,45606,3660,460.5790474,2564,1622,942,2294,84,21,108,2,602,549,2365,1295
6065045610,Census Tract 456.10,"Census Tract 456.10, Riverside County, California",0,6,65,,45610,4124,250.8861729,1104,1013,91,626,38,128,33,3,2490,806,120,4004
6065045611,Census Tract 456.11,"Census Tract 456.11, Riverside County, California",0,6,65,,45611,4276,5617.97578,952,939,13,1194,4,165,11,0,2324,578,71,4205
6065045612,Census Tract 456.12,"Census Tract 456.12, Riverside County, California",0,6,65,,45612,4810,57.45332828,1225,1153,72,884,14,227,8,3,2612,1062,153,4657
6065045613,Census Tract 456.13,"Census Tract 456.13, Riverside County, California",0,6,65,,45613,1947,626.5846956,2686,1050,1636,1750,20,7,57,0,24,89,1827,120
6065045614,Census Tract 456.14,"Census Tract 456.14, Riverside County, California",0,6,65,,45614,1149,313.1713687,1219,553,666,984,21,8,46,1,13,76,1054,95
6065045615,Census Tract 456.15,"Census Tract 456.15, Riverside County, California",0,6,65,,45615,3535,204.6382862,965,913,52,732,15,73,24,1,1961,729,318,3217
6065045616,Census Tract 456.16,"Census Tract 456.16, Riverside County, California",0,6,65,,45616,1818,101.6661519,518,486,32,238,5,14,17,3,1011,530,77,1741
6065045617,Census Tract 456.17,"Census Tract 456.17, Riverside County, California",0,6,65,,45617,2598,161.440286,1520,1146,374,1633,30,105,38,2,493,297,1650,948
6065045618,Census Tract 456.18,"Census Tract 456.18, Riverside County, California",0,6,65,,45618,2181,90.28178377,544,507,37,264,4,160,27,0,1214,512,99,2082
6065045619,Census Tract 456.19,"Census Tract 456.19, Riverside County, California",0,6,65,,45619,4407,152.5862236,1068,990,78,747,8,330,19,0,2433,870,162,4245
6065045703,Census Tract 457.03,"Census Tract 457.03, Riverside County, California",0,6,65,,45703,6297,5288.510993,1425,1398,27,1070,29,152,24,5,3655,1362,165,6132
6065045704,Census Tract 457.04,"Census Tract 457.04, Riverside County, California",0,6,65,,45704,3135,11364.41394,830,809,21,545,14,78,17,1,1884,596,86,3049
6065045706,Census Tract 457.06,"Census Tract 457.06, Riverside County, California",0,6,65,,45706,4297,4009.111924,1049,1027,22,781,14,67,2,0,2339,1094,64,4233
6065045707,Census Tract 457.07,"Census Tract 457.07, Riverside County, California",0,6,65,,45707,6289,7882.326953,1543,1518,25,1162,46,110,25,0,3289,1657,190,6099
6065045708,Census Tract 457.08,"Census Tract 457.08, Riverside County, California",0,6,65,,45708,4412,6388.603666,1056,1024,32,828,25,128,26,0,2615,790,131,4281
6065045709,Census Tract 457.09,"Census Tract 457.09, Riverside County, California",0,6,65,,45709,4579,6978.869035,1095,1090,5,749,14,121,15,1,2706,973,127,4452
6065045900,Census Tract 459,"Census Tract 459, Riverside County, California",0,6,65,,45900,1511,14.30469266,683,547,136,625,78,19,12,1,493,283,583,928
6065046101,Census Tract 461.01,"Census Tract 461.01, Riverside County, California",0,6,65,,46101,2862,3825.144945,1237,1095,142,1199,171,65,77,8,877,465,1271,1591
6065046102,Census Tract 461.02,"Census Tract 461.02, Riverside County, California",0,6,65,,46102,2028,2682.062902,787,697,90,608,231,55,34,4,838,258,583,1445
6065046103,Census Tract 461.03,"Census Tract 461.03, Riverside County, California",0,6,65,,46103,2757,909.7307723,1043,963,80,1253,135,50,93,5,778,443,1299,1458
6065046200,Census Tract 462,"Census Tract 462, Riverside County, California",0,6,65,,46200,3084,679.6289719,1197,1087,110,892,408,71,37,3,1137,536,1040,2044
6065046401,Census Tract 464.01,"Census Tract 464.01, Riverside County, California",0,6,65,,46401,3953,50.60199928,1351,1261,90,1919,120,78,155,11,862,808,2067,1886
6065046402,Census Tract 464.02,"Census Tract 464.02, Riverside County, California",0,6,65,,46402,5261,5611.538626,1952,1818,134,2618,118,114,94,11,1341,965,2612,2649
6065046403,Census Tract 464.03,"Census Tract 464.03, Riverside County, California",0,6,65,,46403,7686,2697.77437,2350,2277,73,3436,222,170,300,36,2126,1396,3731,3955
6065046404,Census Tract 464.04,"Census Tract 464.04, Riverside County, California",0,6,65,,46404,6160,1498.745677,1908,1821,87,2754,270,98,330,9,1529,1170,3079,3081
6065046405,Census Tract 464.05,"Census Tract 464.05, Riverside County, California",0,6,65,,46405,4128,2547.585027,1275,1216,59,2052,94,52,113,21,1100,696,2203,1925
6065046501,Census Tract 465.01,"Census Tract 465.01, Riverside County, California",0,6,65,,46501,3455,2407.608357,104,96,8,1858,166,47,587,3,316,478,2619,836
6065046502,Census Tract 465.02,"Census Tract 465.02, Riverside County, California",0,6,65,,46502,4364,10928.67377,1462,1358,104,1334,515,66,1125,13,847,464,2846,1518
6065046601,Census Tract 466.01,"Census Tract 466.01, Riverside County, California",0,6,65,,46601,4560,4830.928689,228,228,0,1199,1228,55,72,4,1830,172,2629,1931
6065046602,Census Tract 466.02,"Census Tract 466.02, Riverside County, California",0,6,65,,46602,3497,1868.741828,1086,1063,23,2246,59,38,53,11,560,530,2230,1267
6065046700,Census Tract 467,"Census Tract 467, Riverside County, California",0,6,65,,46700,4243,330.0846491,1725,1395,330,1184,548,81,132,33,1771,494,1462,2781
6065046800,Census Tract 468,"Census Tract 468, Riverside County, California",0,6,65,,46800,6517,8604.146353,1536,1515,21,1336,887,143,380,44,2692,1035,2172,4345
6065046900,Census Tract 469,"Census Tract 469, Riverside County, California",0,6,65,,46900,1725,0.452954681,935,641,294,776,60,42,14,2,554,277,758,967
6065047000,Census Tract 470,"Census Tract 470, Riverside County, California",0,6,65,,47000,1567,30.06762664,910,609,301,902,64,20,18,1,333,229,958,609
6065047201,Census Tract 472.01,"Census Tract 472.01, Riverside County, California",0,6,65,,47201,2165,2131.569592,2015,1144,871,1265,32,28,25,1,579,235,1269,896
6065047202,Census Tract 472.02,"Census Tract 472.02, Riverside County, California",0,6,65,,47202,1891,118.6606817,1454,781,673,1151,32,18,32,4,381,273,1256,635
6065047901,Census Tract 479.01,"Census Tract 479.01, Riverside County, California",0,6,65,,47901,5122,7061.628356,1511,1497,14,2525,332,51,780,25,503,906,3515,1607
6065047902,Census Tract 479.02,"Census Tract 479.02, Riverside County, California",0,6,65,,47902,6414,2638.84615,1828,1775,53,3252,345,40,1141,22,540,1074,4695,1719
6065048100,Census Tract 481,"Census Tract 481, Riverside County, California",0,6,65,,48100,6631,263.0714,2090,1979,111,3550,297,58,1025,21,634,1046,4766,1865
6065048200,Census Tract 482,"Census Tract 482, Riverside County, California",0,6,65,,48200,4251,5880.658305,1236,1207,29,1664,244,55,706,16,849,717,2405,1846
6065048300,Census Tract 483,"Census Tract 483, Riverside County, California",0,6,65,,48300,6497,9001.769651,1661,1626,35,1121,1415,135,488,34,2243,1061,2804,3693
6065048700,Census Tract 487,"Census Tract 487, Riverside County, California",0,6,65,,48700,4908,2158.75878,1207,1186,21,1030,1236,55,567,34,1128,858,2677,2231
6065048800,Census Tract 488,"Census Tract 488, Riverside County, California",0,6,65,,48800,4556,2658.163835,1124,1106,18,796,790,131,317,18,1765,739,1632,2924
6065048901,Census Tract 489.01,"Census Tract 489.01, Riverside County, California",0,6,65,,48901,3828,10526.22679,1011,986,25,890,432,81,135,14,1632,644,1216,2612
6065048902,Census Tract 489.02,"Census Tract 489.02, Riverside County, California",0,6,65,,48902,7472,11659.73114,1951,1913,38,1410,1114,116,159,35,3474,1164,2083,5389
